Sucursal,Zona,MAC,FECHA,X,Y,,,,,,,,,,,
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.51861615,13.18999694,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.42123852,14.13212549,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,16.53796948,7.774900879,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Asesores,601D91DE584C,17/03/2021 18:15:00,6.245144478,11.5828748,601D91,60,601D,1D,91,DE,58,4C,584C,DE584C,60:1D:91:DE:58:4C
922784,Banco Asesores,D4C94B1D98C4,17/03/2021 18:00:00,9.500233577,10.65023691,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Hogar Muebles,168F172879DD,17/03/2021 18:06:00,24.61049477,12.30107133,168F17,16,168F,8F,17,28,79,DD,79DD,2879DD,16:8F:17:28:79:DD
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.14627096,16.79243666,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.62274502,12.18255014,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.56559166,12.73550889,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.11193049,17.12468069,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.97813426,18.41915922,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.04259293,17.79552158,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,0C2C5440B811,17/03/2021 19:48:00,10.40425871,6.518850892,0C2C54,0C,0C2C,2C,54,40,B8,11,B811,40B811,0C:2C:54:40:B8:11
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.84734738,14.40446382,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Entretenimiento Audio,10E953DB808D,17/03/2021 20:02:00,14.7645497,20.59266143,10E953,10,10E9,E9,53,DB,80,8D,808D,DB808D,10:E9:53:DB:80:8D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.14627664,16.79238171,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.7843346,14.20107604,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 18:17:00,17.60104911,21.82475081,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.61010568,12.30483576,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.58033847,12.59283352,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.58033847,12.59283352,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.10091852,15.22292117,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Asesores,66A71BFDABF4,17/03/2021 18:27:00,6.245144478,11.5828748,66A71B,66,66A7,A7,1B,FD,AB,F4,ABF4,FDABF4,66:A7:1B:FD:AB:F4
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.48674629,13.49833786,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,601466D73027,17/03/2021 18:25:00,17.9930234,16.11988017,601466,60,6014,14,66,D7,30,27,3027,D73027,60:14:66:D7:30:27
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.48674629,13.49833786,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,B4F18C86925E,17/03/2021 18:27:00,10.40425871,6.518850892,B4F18C,B4,B4F1,F1,8C,86,92,5E,925E,86925E,B4:F1:8C:86:92:5E
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.38749823,12.92019827,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Asesores,F4631F5F0E35,17/03/2021 19:59:00,6.245144478,11.5828748,F4631F,F4,F463,63,1F,5F,0E,35,0E35,5F0E35,F4:63:1F:5F:0E:35
922784,Hogar Muebles,66A71BFDABF4,17/03/2021 18:46:00,23.1123723,26.79540622,66A71B,66,66A7,A7,1B,FD,AB,F4,ABF4,FDABF4,66:A7:1B:FD:AB:F4
922784,Banco Asesores,D4C94B1D98C4,17/03/2021 18:45:00,11.94217736,9.950578864,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.48465689,13.51855283,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.14510342,16.80373263,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.0413946,17.80711547,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,16.36535206,8.683264764,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,4C910C0BBFF8,17/03/2021 19:14:00,20.70713285,12.35970769,4C910C,4C,4C91,91,0C,0B,BF,F8,BFF8,0BBFF8,4C:91:0C:0B:BF:F8
922784,ITK,68C44D88B917,17/03/2021 19:22:00,10.40425871,6.518850892,68C44D,68,68C4,C4,4D,88,B9,17,B917,88B917,68:C4:4D:88:B9:17
922784,Banco Asesores,0C704A0EC1F8,17/03/2021 18:58:00,6.245144478,11.5828748,0C704A,0C,0C70,70,4A,0E,C1,F8,C1F8,0EC1F8,0C:70:4A:0E:C1:F8
922784,ITK,283334B62443,17/03/2021 19:04:00,10.40425871,6.518850892,283334,28,2833,33,34,B6,24,43,2443,B62443,28:33:34:B6:24:43
922784,Banco Asesores,66A71BFDABF4,17/03/2021 17:46:00,12.17928612,9.882643206,66A71B,66,66A7,A7,1B,FD,AB,F4,ABF4,FDABF4,66:A7:1B:FD:AB:F4
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.95480103,18.64490824,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.21255763,16.15111313,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Banco Zona Espera,66A71BFDABF4,17/03/2021 17:54:00,10.85250337,15.73824595,66A71B,66,66A7,A7,1B,FD,AB,F4,ABF4,FDABF4,66:A7:1B:FD:AB:F4
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 17:30:00,15.19397721,19.65381571,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Telefonía,304B07F5262D,15/03/2021 12:03:00,14.30462413,9.273698046,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.74885222,20.63746301,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.40289573,16.1976199,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Colchones,348A7B00C2F0,17/03/2021 17:49:00,20.08757042,7.616786468,348A7B,34,348A,8A,7B,00,C2,F0,C2F0,00C2F0,34:8A:7B:00:C2:F0
922784,Hogar Muebles,66A71BFDABF4,17/03/2021 18:00:00,18.51025373,15.40330065,66A71B,66,66A7,A7,1B,FD,AB,F4,ABF4,FDABF4,66:A7:1B:FD:AB:F4
922784,Banco Zona Espera,08CC27F6DFEA,17/03/2021 17:58:00,13.30405204,17.9492946,08CC27,08,08CC,CC,27,F6,DF,EA,DFEA,F6DFEA,08:CC:27:F6:DF:EA
922784,Hogar Muebles,168F172879DD,17/03/2021 17:59:00,23.1123723,26.79540622,168F17,16,168F,8F,17,28,79,DD,79DD,2879DD,16:8F:17:28:79:DD
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.28492554,15.45095363,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,ITK,601D91F5C2E3,15/03/2021 12:03:00,19.57843446,7.762662504,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.3875582,12.92039181,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.48674629,13.49833786,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.24997792,15.78907181,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.3817338,14.51433374,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.14588448,16.79617587,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.04447059,17.77735525,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.96423315,18.55365245,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.45453592,13.80997321,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.10978764,17.14541284,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.45983253,16.3813961,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.28164661,15.48267723,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.84238108,19.7325713,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.14645092,16.7906956,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.04025962,17.81809637,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.04025962,17.81809637,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.04670269,17.75575966,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.76591268,10.91389242,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.35393183,14.78331781,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.2441269,15.84568046,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Estufas,04D3950742E4,15/03/2021 12:03:00,24.02040629,18.01017731,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.11085893,17.13504802,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Estufas,04D3950742E4,15/03/2021 12:03:00,24.01227054,18.08889076,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.58070694,12.58926857,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.87765784,19.39126861,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,2446C8CB354C,13/03/2021 22:11:00,24.21126165,16.16365173,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.28117803,15.48721079,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.97511488,18.44837171,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.18739356,7.293554274,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.417795,14.16544163,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.14482612,16.80641554,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.97198024,18.47869942,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.14220614,7.284300878,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.25004909,15.78838325,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.25004909,15.78838325,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.14481509,16.80652226,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.28492554,15.45095363,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.97191649,18.47931613,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Banco Asesores,10327EB7B512,18/03/2021 08:32:00,6.245144478,11.5828748,10327E,10,1032,32,7E,B7,B5,12,B512,B7B512,10:32:7E:B7:B5:12
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.90530081,19.12382288,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.28864923,17.03350408,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.04966121,17.72713602,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.86252624,19.53766683,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.84835628,14.4077203,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.21266549,16.15006955,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.08192279,17.41500525,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,168F172879DD,17/03/2021 21:28:00,24.17991836,16.46689805,168F17,16,168F,8F,17,28,79,DD,79DD,2879DD,16:8F:17:28:79:DD
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.65069707,13.76973114,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.00722762,7.461438382,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.90906023,19.08745048,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,13.23994885,15.67167255,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,2446C8CB354C,13/03/2021 22:11:00,24.80442972,10.42475064,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.21376202,16.1394607,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Entretenimiento Audio,A0414797AD8C,18/03/2021 06:46:00,14.7645497,20.59266143,A04147,A0,A041,41,47,97,AD,8C,AD8C,97AD8C,A0:41:47:97:AD:8C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.11229902,17.12111522,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.94807788,18.70995475,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.63826358,21.70740811,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Entretenimiento Audio,34F150053B5E,18/03/2021 08:52:00,14.7645497,20.59266143,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.91474348,19.03246508,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.21502164,16.12727383,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Estufas,601D91F5C2E3,15/03/2021 12:03:00,24.0059049,18.15047829,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.54921715,7.367647843,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Entretenimiento Audio,304596DB4D89,18/03/2021 09:14:00,14.7645497,20.59266143,304596,30,3045,45,96,DB,4D,89,4D89,DB4D89,30:45:96:DB:4D:89
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,18.35578617,8.147150031,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.55017446,12.88467032,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,A0D807642DFA,15/03/2021 17:43:00,20.56351557,8.599244789,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.70545852,10.71876316,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 09:43:00,15.74630445,8.860632336,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,D0771485A4CA,18/03/2021 09:46:00,24.48704134,13.49548325,D07714,D0,D077,77,14,85,A4,CA,A4CA,85A4CA,D0:77:14:85:A4:CA
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.3974346,7.541344249,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.04954277,17.7282819,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.9855649,18.34726779,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.02807881,7.260930093,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.38472184,14.48542438,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.28328006,15.4668736,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.14536826,16.80117028,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.97792474,14.82593136,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.24784521,15.80970577,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.24753771,15.81268087,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.74343504,10.84134083,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,D4C94B1D98C4,18/03/2021 09:13:00,15.50831507,19.93731664,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Hogar Muebles,0CCB85A21575,18/03/2021 09:28:00,23.1123723,26.79540622,0CCB85,0C,0CCB,CB,85,A2,15,75,1575,A21575,0C:CB:85:A2:15:75
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.81960829,11.08720695,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,A0D807642DFA,15/03/2021 17:43:00,20.46844958,8.579777351,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.10980963,17.14520008,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Linea Blanca Lavadoras,601D91F5C2E3,15/03/2021 12:03:00,23.97198024,18.47869942,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.90538331,19.12302471,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,13.98089179,7.251267222,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.30780872,15.22955885,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.21203554,16.15616435,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.92775659,18.90656319,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,13.83901458,7.222213869,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.33502292,14.96626147,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.27340427,15.56242186,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.90857339,11.37436164,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.4214759,14.1298289,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
