Sucursal,Zona,MAC,FECHA,X,Y,,,,,,,,,,,
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.116451,17.0809448,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.26636432,12.52921159,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.30803763,15.22734412,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.24421034,15.84487319,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.80620866,7.625052247,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.43251868,14.02299002,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.26882029,7.515006847,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.36848987,14.64246874,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.42381418,7.341968054,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 11:10:00,24.65854125,11.83622159,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.24424272,15.84455992,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Linea Blanca Lavadoras,304B07F5262D,15/03/2021 12:03:00,23.50422652,23.00421667,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.31202358,15.1887801,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,70CE8C7610C9,17/03/2021 08:25:00,15.74630445,8.860632336,70CE8C,70,70CE,CE,8C,76,10,C9,10C9,7610C9,70:CE:8C:76:10:C9
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.11562639,17.0889229,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Banco Zona Espera,08CC27F6DFEA,17/03/2021 08:36:00,13.03554363,17.7071272,08CC27,08,08CC,CC,27,F6,DF,EA,DFEA,F6DFEA,08:CC:27:F6:DF:EA
922784,Conectividad Telefonía,304B07F5262D,15/03/2021 12:03:00,16.31850303,8.6966878,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Entretenimiento Audio,34F150053B5E,17/03/2021 09:12:00,14.7645497,20.59266143,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.11404207,17.10425117,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.20531063,12.33214718,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.21178502,16.15858816,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.02286347,11.74325832,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.58667733,7.375318869,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Asesores,D4C94B1D98C4,17/03/2021 08:45:00,11.95837543,9.945937844,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.46267737,13.7312047,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.3709489,14.61867758,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.21188243,16.1576457,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,16.91463778,7.85203432,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,13.9474308,7.244415142,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 09:14:00,16.04934219,8.773806918,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Entretenimiento Audio,B48655653B24,17/03/2021 09:14:00,14.7645497,20.59266143,B48655,B4,B486,86,55,65,3B,24,3B24,653B24,B4:86:55:65:3B:24
922784,Banco Asesores,D4C94B1D98C4,17/03/2021 09:14:00,13.30220822,9.560907098,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 09:14:00,15.74630445,8.860632336,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.56768738,12.7152328,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.41586768,7.340340784,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,7460FA002995,17/03/2021 09:25:00,23.1123723,26.79540622,7460FA,74,7460,60,FA,00,29,95,2995,002995,74:60:FA:00:29:95
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 09:14:00,24.50759907,13.29658717,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.38065835,14.52473869,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.57918837,7.373785293,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.62781085,12.13353828,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.09984002,7.275625221,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,D4389CD58701,17/03/2021 09:37:00,10.40425871,6.518850892,D4389C,D4,D438,38,9C,D5,87,01,8701,D58701,D4:38:9C:D5:87:01
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.14630745,16.79208364,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,ITK,0CB5270356D8,17/03/2021 09:44:00,10.40425871,6.518850892,0CB527,0C,0CB5,B5,27,03,56,D8,56D8,0356D8,0C:B5:27:03:56:D8
922784,ITK,02BFF9C86144,17/03/2021 09:56:00,10.40425871,6.518850892,02BFF9,02,02BF,BF,F9,C8,61,44,6144,C86144,02:BF:F9:C8:61:44
922784,Banco Asesores,D4C94B1D98C4,17/03/2021 09:52:00,14.26237019,9.285804512,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Banco Asesores,D4C94B1D98C4,17/03/2021 10:04:00,11.52493857,10.07012481,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.11626469,17.08274735,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.54673953,12.91790328,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.05306202,17.69423313,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Conectividad Computo,DC74A8B377CA,17/03/2021 10:08:00,24.33960897,14.92189143,DC74A8,DC,DC74,74,A8,B3,77,CA,77CA,B377CA,DC:74:A8:B3:77:CA
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 09:12:00,17.667141,16.57136307,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Banco Zona Espera,D4C94B1D98C4,17/03/2021 10:07:00,12.24875655,16.99752493,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.27463613,15.55050361,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 09:12:00,17.99897868,16.11162961,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 09:12:00,18.90898471,14.8508921,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.05550101,17.67063598,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Entretenimiento Audio,34F150053B5E,17/03/2021 09:12:00,16.55711564,18.10921071,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,ITK,D462EA3D01FA,17/03/2021 10:21:00,10.40425871,6.518850892,D462EA,D4,D462,62,EA,3D,01,FA,01FA,3D01FA,D4:62:EA:3D:01:FA
922784,Entretenimiento Audio,A0D807642DFA,15/03/2021 17:43:00,14.06054056,18.3203151,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.92202886,7.443991537,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Entretenimiento Audio,1E8AF5788E26,17/03/2021 09:01:00,14.7645497,20.59266143,1E8AF5,1E,1E8A,8A,F5,78,8E,26,8E26,788E26,1E:8A:F5:78:8E:26
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.78710003,10.9822793,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,94E9EEFEAC15,17/03/2021 09:05:00,10.40425871,6.518850892,94E9EE,94,94E9,E9,EE,FE,AC,15,AC15,FEAC15,94:E9:EE:FE:AC:15
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,17.47162483,7.966093102,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.7859227,10.60380607,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.25603202,7.307609931,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Colchones,D4C94B1D98C4,17/03/2021 09:52:00,19.43265337,7.804431243,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,ITK,10E95341C900,17/03/2021 09:51:00,10.40425871,6.518850892,10E953,10,10E9,E9,53,41,C9,00,C900,41C900,10:E9:53:41:C9:00
922784,ITK,E83F674E33C1,17/03/2021 09:49:00,10.40425871,6.518850892,E83F67,E8,E83F,3F,67,4E,33,C1,33C1,4E33C1,E8:3F:67:4E:33:C1
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 09:12:00,19.46154135,14.08537091,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Entretenimiento Audio,A0D807642DFA,15/03/2021 17:43:00,14.09235882,18.42301561,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Computo,2446C8CB354C,13/03/2021 22:11:00,24.17991836,16.46689805,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,ITK,EC89146ECCB6,17/03/2021 10:29:00,10.40425871,6.518850892,EC8914,EC,EC89,89,14,6E,CC,B6,CCB6,6ECCB6,EC:89:14:6E:CC:B6
922784,Entretenimiento Audio,DC16B2529ED3,17/03/2021 10:31:00,14.7645497,20.59266143,DC16B2,DC,DC16,16,B2,52,9E,D3,9ED3,529ED3,DC:16:B2:52:9E:D3
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 09:12:00,19.01108892,14.70943521,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Entretenimiento Audio,A0D807642DFA,15/03/2021 17:43:00,14.20438617,18.78460884,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Banco Asesores,D4C94B1D98C4,17/03/2021 10:07:00,13.15597366,9.602805767,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,ITK,34F150053B5E,17/03/2021 11:01:00,15.01279336,7.462578125,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,ITK,D62B213DE316,17/03/2021 11:41:00,14.78733806,7.416409804,D62B21,D6,D62B,2B,21,3D,E3,16,E316,3DE316,D6:2B:21:3D:E3:16
922784,Conectividad Computo,601D91F5C2E3,15/03/2021 12:03:00,24.11287659,17.11552718,601D91,60,601D,1D,91,F5,C2,E3,C2E3,F5C2E3,60:1D:91:F5:C2:E3
922784,Hogar Muebles,9C2EA1B9AA55,14/03/2021 21:08:00,16.84823706,21.14579058,9C2EA1,9C,9C2E,2E,A1,B9,AA,55,AA55,B9AA55,9C:2E:A1:B9:AA:55
922784,ITK,34F150053B5E,17/03/2021 11:01:00,15.85661611,7.635374591,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.64911249,11.92744486,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,BC98DF0A3A82,17/03/2021 11:50:00,10.40425871,6.518850892,BC98DF,BC,BC98,98,DF,0A,3A,82,3A82,0A3A82,BC:98:DF:0A:3A:82
922784,Banco Asesores,6205ACB392A2,17/03/2021 11:56:00,6.245144478,11.5828748,6205AC,62,6205,05,AC,B3,92,A2,92A2,B392A2,62:05:AC:B3:92:A2
922784,Hogar Muebles,168F172879DD,17/03/2021 11:55:00,23.1123723,26.79540622,168F17,16,168F,8F,17,28,79,DD,79DD,2879DD,16:8F:17:28:79:DD
922784,ITK,34F150053B5E,17/03/2021 11:01:00,15.34697394,7.531011008,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Telefonía,D62B213DE316,17/03/2021 11:41:00,19.45609401,8.372469043,D62B21,D6,D62B,2B,21,3D,E3,16,E316,3DE316,D6:2B:21:3D:E3:16
922784,Entretenimiento Audio,B8943662B071,17/03/2021 11:54:00,14.7645497,20.59266143,B89436,B8,B894,94,36,62,B0,71,B071,62B071,B8:94:36:62:B0:71
922784,Banco Zona Espera,9C2EA1B9AA55,14/03/2021 21:08:00,14.12472564,18.68945908,9C2EA1,9C,9C2E,2E,A1,B9,AA,55,AA55,B9AA55,9C:2E:A1:B9:AA:55
922784,Banco Zona Espera,168F172879DD,17/03/2021 11:55:00,14.12472564,18.68945908,168F17,16,168F,8F,17,28,79,DD,79DD,2879DD,16:8F:17:28:79:DD
922784,ITK,34F150053B5E,17/03/2021 11:01:00,14.23158213,7.302603129,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Entretenimiento Audio,283F69347830,17/03/2021 12:03:00,14.7645497,20.59266143,283F69,28,283F,3F,69,34,78,30,7830,347830,28:3F:69:34:78:30
922784,Banco Asesores,CEB92069D182,17/03/2021 11:38:00,13.01290997,9.643795925,CEB920,CE,CEB9,B9,20,69,D1,82,D182,69D182,CE:B9:20:69:D1:82
922784,ITK,34F150053B5E,17/03/2021 11:01:00,13.98902257,7.252932229,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,12.58440421,13.55575616,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 11:01:00,19.47188043,8.375701756,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Telefonía,D62B213DE316,17/03/2021 12:25:00,16.8724606,17.67232654,D62B21,D6,D62B,2B,21,3D,E3,16,E316,3DE316,D6:2B:21:3D:E3:16
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.26479452,7.309404301,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,34F150053B5E,17/03/2021 11:01:00,19.07336168,8.294093821,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.81144404,11.06085504,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Computo,34F150053B5E,17/03/2021 11:01:00,23.05341971,9.10912277,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
922784,Entretenimiento Audio,7C942A151181,17/03/2021 13:33:00,14.7645497,20.59266143,7C942A,7C,7C94,94,2A,15,11,81,1181,151181,7C:94:2A:15:11:81
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,15.38236336,7.538257988,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,168F172879DD,17/03/2021 13:25:00,23.1123723,26.79540622,168F17,16,168F,8F,17,28,79,DD,79DD,2879DD,16:8F:17:28:79:DD
922784,Linea Blanca Lavadoras,04D3950742E4,15/03/2021 12:03:00,23.92718714,18.91207262,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,00ADD5CB375C,17/03/2021 13:25:00,10.40425871,6.518850892,00ADD5,00,00AD,AD,D5,CB,37,5C,375C,CB375C,00:AD:D5:CB:37:5C
922784,Banco Zona Espera,D4C94B1D98C4,17/03/2021 13:19:00,12.20923037,16.96187632,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.40204284,14.31784377,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,ITK,980D51F5C9D7,17/03/2021 13:28:00,10.40425871,6.518850892,980D51,98,980D,0D,51,F5,C9,D7,C9D7,F5C9D7,98:0D:51:F5:C9:D7
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,13.83518188,7.221429016,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Zona Espera,D4C94B1D98C4,17/03/2021 13:19:00,10.99736184,15.86889363,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Hogar Muebles,58D9C3F41B4F,17/03/2021 12:29:00,24.77480154,10.71140331,58D9C3,58,58D9,D9,C3,F4,1B,4F,1B4F,F41B4F,58:D9:C3:F4:1B:4F
922784,Conectividad Telefonía,D62B213DE316,17/03/2021 12:25:00,17.52208768,16.77232235,D62B21,D6,D62B,2B,21,3D,E3,16,E316,3DE316,D6:2B:21:3D:E3:16
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.04701585,17.75272987,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Entretenimiento Audio,283F69347830,17/03/2021 12:32:00,14.7645497,20.59266143,283F69,28,283F,3F,69,34,78,30,7830,347830,28:3F:69:34:78:30
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,16.1302976,7.691418584,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,58D9C3F41B4F,17/03/2021 12:29:00,24.53508454,13.03066531,58D9C3,58,58D9,D9,C3,F4,1B,4F,1B4F,F41B4F,58:D9:C3:F4:1B:4F
922784,Entretenimiento Audio,1A5D591F5D90,17/03/2021 12:40:00,14.7645497,20.59266143,1A5D59,1A,1A5D,5D,59,1F,5D,90,5D90,1F5D90,1A:5D:59:1F:5D:90
922784,Conectividad Telefonía,A0D807642DFA,15/03/2021 17:43:00,18.681157,8.21377887,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,ITK,2446C8CB354C,13/03/2021 22:11:00,14.00607251,7.256423683,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Banco Asesores,6205ACB392A2,17/03/2021 12:07:00,6.245144478,11.5828748,6205AC,62,6205,05,AC,B3,92,A2,92A2,B392A2,62:05:AC:B3:92:A2
922784,Conectividad Telefonía,D62B213DE316,17/03/2021 12:04:00,18.66575751,8.210625391,D62B21,D6,D62B,2B,21,3D,E3,16,E316,3DE316,D6:2B:21:3D:E3:16
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.4214759,14.1298289,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,168F172879DD,17/03/2021 12:09:00,12.77045387,17.46804308,168F17,16,168F,8F,17,28,79,DD,79DD,2879DD,16:8F:17:28:79:DD
922784,ITK,FC1999B79B44,17/03/2021 12:06:00,10.40425871,6.518850892,FC1999,FC,FC19,19,99,B7,9B,44,9B44,B79B44,FC:19:99:B7:9B:44
922784,Banco Asesores,6205ACB392A2,17/03/2021 12:14:00,6.245144478,11.5828748,6205AC,62,6205,05,AC,B3,92,A2,92A2,B392A2,62:05:AC:B3:92:A2
922784,Conectividad Telefonía,D62B213DE316,17/03/2021 12:04:00,19.02108518,8.283388736,D62B21,D6,D62B,2B,21,3D,E3,16,E316,3DE316,D6:2B:21:3D:E3:16
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.53345812,13.0464009,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Computo,3609F778BE53,17/03/2021 12:14:00,24.5034208,13.33701197,3609F7,36,3609,09,F7,78,BE,53,BE53,78BE53,36:09:F7:78:BE:53
922784,Conectividad Telefonía,D4C94BA8A47C,17/03/2021 12:14:00,12.71074811,13.96355925,D4C94B,D4,D4C9,C9,4B,A8,A4,7C,A47C,A8A47C,D4:C9:4B:A8:A4:7C
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 11:46:00,23.91817007,18.99931275,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Telefonía,D62B213DE316,17/03/2021 12:25:00,17.88177483,16.27400579,D62B21,D6,D62B,2B,21,3D,E3,16,E316,3DE316,D6:2B:21:3D:E3:16
922784,Entretenimiento Audio,6205ACB392A2,17/03/2021 12:46:00,14.7645497,20.59266143,6205AC,62,6205,05,AC,B3,92,A2,92A2,B392A2,62:05:AC:B3:92:A2
922784,ITK,D62B213DE316,17/03/2021 12:04:00,16.92888518,7.854951876,D62B21,D6,D62B,2B,21,3D,E3,16,E316,3DE316,D6:2B:21:3D:E3:16
922784,Linea Blanca Lavadoras,304B07F5262D,15/03/2021 12:03:00,23.78505272,20.28722313,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,19.36050002,8.352893482,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Hogar Muebles,FC94357D5E07,17/03/2021 12:24:00,23.1123723,26.79540622,FC9435,FC,FC94,94,35,7D,5E,07,5E07,7D5E07,FC:94:35:7D:5E:07
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 11:46:00,16.31319441,8.698208808,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,Conectividad Computo,304B07F5262D,15/03/2021 12:03:00,24.97245275,8.799127843,304B07,30,304B,4B,07,F5,26,2D,262D,F5262D,30:4B:07:F5:26:2D
922784,Entretenimiento Audio,58D9C3F41B4F,17/03/2021 12:25:00,14.7645497,20.59266143,58D9C3,58,58D9,D9,C3,F4,1B,4F,1B4F,F41B4F,58:D9:C3:F4:1B:4F
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.67974012,11.63112251,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Conectividad Telefonía,2446C8CB354C,13/03/2021 22:11:00,11.9167293,11.40068665,2446C8,24,2446,46,C8,CB,35,4C,354C,CB354C,24:46:C8:CB:35:4C
922784,Conectividad Telefonía,D62B213DE316,17/03/2021 12:25:00,19.04007285,14.6692804,D62B21,D6,D62B,2B,21,3D,E3,16,E316,3DE316,D6:2B:21:3D:E3:16
922784,Conectividad Telefonía,A0D807642DFA,15/03/2021 17:43:00,18.17231852,8.109579864,A0D807,A0,A0D8,D8,07,64,2D,FA,2DFA,642DFA,A0:D8:07:64:2D:FA
922784,Conectividad Computo,04D3950742E4,15/03/2021 12:03:00,24.07616373,17.47072416,04D395,04,04D3,D3,95,07,42,E4,42E4,0742E4,04:D3:95:07:42:E4
922784,Hogar Muebles,D4C94B1D98C4,17/03/2021 13:19:00,18.47675968,8.171922764,D4C94B,D4,D4C9,C9,4B,1D,98,C4,98C4,1D98C4,D4:C9:4B:1D:98:C4
922784,ITK,34F150053B5E,17/03/2021 11:01:00,16.90824909,7.850726057,34F150,34,34F1,F1,50,05,3B,5E,3B5E,053B5E,34:F1:50:05:3B:5E
